_id,timestamp,device_id,bt_address,bt_name,bt_rssi,label
22951,1760314084693.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,76:39:EE:A1:2D:76,,-84,1760314084337
22952,1760314686372.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,5F:5D:94:5F:F7:C5,,-79,1760314685314
22953,1760315295305.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,5F:5D:94:5F:F7:C5,,-72,1760315295283
22954,1760315895642.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,4E:E8:B3:49:1B:0B,,-79,1760315895266
22955,1760316495329.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,4E:E8:B3:49:1B:0B,,-74,1760316495241
22956,1760317095312.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50:A8:36:71:72:77,,-75,1760317095267
22957,1760317695943.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50:A8:36:71:72:77,,-77,1760317695305
22958,1760318296698.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,49:2C:14:9F:9E:CD,,-73,1760318295263
22959,1760318887975.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,75:EA:78:79:70:23,,-75,1760318887256
22960,1760319487289.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,75:EA:78:79:70:23,,-71,1760319487240
22961,1760320087917.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,40:A1:F1:51:08:66,,-82,1760320087228
22962,1760320695242.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,7A:D1:32:C7:57:CA,,-70,1760320695208
22963,1760321295300.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,7A:D1:32:C7:57:CA,,-74,1760321295215
22964,1760321895213.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,68:E3:D1:E1:05:78,,-72,1760321895209
22965,1760322487275.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,68:E3:D1:E1:05:78,,-72,1760322487224
22966,1760323087921.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,7B:D6:7D:6D:96:A3,,-80,1760323087210
22967,1760323687237.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,7A:9B:44:29:5A:FC,,-72,1760323687204
22968,1760324278927.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,7A:9B:44:29:5A:FC,,-81,1760324278201
22969,1760324878927.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,56:28:7D:0E:F1:36,,-78,1760324878200
22970,1760325478226.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,56:28:7D:0E:F1:36,,-71,1760325478190
22971,1760326096540.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,7C:5A:88:E7:0D:98,,-77,1760326096147
22972,1760326696209.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,7C:5A:88:E7:0D:98,,-72,1760326696172
22973,1760327296206.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,63:64:5B:0B:20:DB,,-71,1760327296186
22974,1760327895202.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,41:E7:C4:2F:32:D6,,-70,1760327895171
22975,1760328497240.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,41:E7:C4:2F:32:D6,,-77,1760328495142
22976,1760328498490.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,7B:9E:8D:B5:78:7B,,-92,1760328495142
22977,1760329095879.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,79:09:D5:71:11:80,,-71,1760329095136
22978,1760329687215.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,74:55:AF:27:12:5F,,-73,1760329687148
22979,1760330287213.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,16:0E:9B:BF:2A:B3,,-94,1760330287155
22980,1760330287553.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,74:55:AF:27:12:5F,,-74,1760330287155
22981,1760330887891.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,56:26:F4:8C:C5:46,,-73,1760330887180
22982,1760331496564.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,55:D8:97:D1:9D:E0,,-75,1760331496144
22983,1760331499437.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,76:83:18:09:38:D3,,-83,1760331496144
22984,1760331499451.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,7E:11:0D:F1:97:46,,-84,1760331496144
22985,1760331502321.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,60:16:BE:12:4B:72,,-90,1760331496144
22986,1760331506160.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,62:94:31:11:5D:CA,,-84,1760331496144
22987,1760332096157.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,31:DE:2A:3E:B3:AD,,-91,1760332096153
22988,1760332096783.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,55:D8:97:D1:9D:E0,,-75,1760332096153
22989,1760332695201.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,57:98:94:49:AB:18,,-78,1760332695116
22990,1760333288495.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,57:98:94:49:AB:18,,-78,1760333288145
22991,1760333290819.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,52:B7:D9:A2:7F:0D,JBL LIVE660NC-LE,-93,1760333288145
22992,1760333887518.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,79:78:98:78:19:D2,,-76,1760333887123
22993,1760334488165.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,79:78:98:78:19:D2,,-73,1760334488162
22994,1760335689496.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,4C:EE:78:43:73:39,,-86,1760335680123
22995,1760337505085.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,00:26:7E:C5:45:AB,,-100,1760337495114
22996,1760338686478.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,74:66:85:D4:16:C6,,-93,1760338686088
22997,1760339286250.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,14:2C:78:1C:09:F8,JBL TUNE215TWS,-100,1760339286026
22998,1760339289374.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,15:1F:88:C7:DA:75,,-93,1760339286026
22999,1760339289471.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,E2:CF:4A:02:7A:B7,CAR-BT-7ab7,-100,1760339286026
23000,1760339293134.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,65:35:BF:C2:83:C7,,-81,1760339286026
23001,1760342262027.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,6E:A6:D7:19:3E:C4,,-94,1760342259067
23002,1760342262368.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,65:F8:F8:0C:5A:54,,-93,1760342259067
23003,1760342263580.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,10:C6:FC:74:2D:DF,,-100,1760342259067
23004,1760344660765.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,F6:2F:46:53:FE:A0,Note 14,-95,1760344651039
23005,1760345871455.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,6E:16:30:83:DF:5A,,-79,1760345871347
23006,1760345874697.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,44:27:F3:4F:E6:95,XiaomiWatchS1Active E695,-91,1760345871347
23007,1760345878119.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,C3:F5:7F:8B:F1:7D,Hue Lamp,-84,1760345871347
23008,1760345884263.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,C3:F5:7F:8B:F1:7D,Hue Lamp,-82,1760345871347
23009,1760345884279.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,D0:99:BF:66:6D:9C,,-77,1760345871347
23010,1760345884381.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,F4:FE:FB:45:44:C9,,-84,1760345871347
23011,1760345885482.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,6E:16:30:83:DF:5A,,-72,1760345871347
23012,1760345886690.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,48:C1:AC:DC:6B:EE,ADVANCE ProCOM 9A9D2B,-79,1760345871347
23013,1760346471737.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,72:C8:E2:AC:92:37,,-72,1760346471336
23014,1760346480640.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,C3:F5:7F:8B:F1:7D,Hue Lamp,-83,1760346471336
23015,1760346484366.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,48:C1:AC:DC:6B:EE,ADVANCE ProCOM 9A9D2B,-80,1760346471336
23016,1760346485253.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,F4:FE:FB:45:44:C9,,-78,1760346471336
23017,1760346486320.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,72:C8:E2:AC:92:37,,-63,1760346471336
23018,1760347076852.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,F4:9D:8A:EE:3B:15,,-80,1760347071282
23019,1760347079678.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,6C:00:0A:0B:33:4E,,-93,1760347071282
23020,1760347681228.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,4C:59:4D:B0:BC:F1,,-91,1760347671307
23021,1760348275615.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,D4:AD:FC:0A:2D:EB,GBK_H7090_2DEB,-84,1760348271343
23022,1760348284213.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,57:06:E1:E8:22:8F,ADVANCE ProCOM 9A9D2B,-80,1760348271343
23023,1760348873664.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,18:9C:2C:3E:FD:7B,,-89,1760348871348
23024,1760348874057.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,58:B6:E9:7A:34:C8,,-86,1760348871348
23025,1760348874617.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,46:88:7D:56:F4:8A,,-94,1760348871348
23026,1760348878476.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,59:DF:B1:72:B0:3A,,-95,1760348871348
23027,1760348881556.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,00:23:3D:30:73:00,,-100,1760348871348
23028,1760349468630.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,66:1A:F3:DD:69:E3,,-92,1760349462748
23029,1760350076518.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,56:6C:6B:A5:EF:BF,,-91,1760350062096
23030,1760351254925.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,10:C6:FC:73:3C:70,Car Phone,-100,1760351252967
23031,1760351913013.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,4C:96:8A:ED:6A:01,SPEN NA,-46,1760351912943
23032,1760351913448.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,4C:96:8A:ED:6A:01,SPEN NA,-51,1760351912943
23033,1760351913656.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,4C:96:8A:ED:6A:01,SPEN NA,-57,1760351912943
23034,1760351914065.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,4C:96:8A:ED:6A:01,SPEN NA,-47,1760351912943
23035,1760351914387.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,4C:96:8A:ED:6A:01,SPEN NA,-47,1760351912943
23036,1760351915005.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,4C:96:8A:ED:6A:01,SPEN NA,-47,1760351912943
23037,1760351915336.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,4C:96:8A:ED:6A:01,SPEN NA,-47,1760351912943
