_id,timestamp,device_id,bssid,ssid,security,frequency,rssi,label
159828,1760313605272.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159829,1760313665253.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159830,1760313725270.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159831,1760313785283.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159832,1760313845280.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159833,1760313905256.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159834,1760313963992.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159835,1760314025293.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159836,1760314028065.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,8c:85:80:db:da:be,,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2462,-56,
159837,1760314028065.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,cc:00:f1:e9:a5:82,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],5500,-66,
159838,1760314028065.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2c:3a:fd:c2:2b:2e,FRITZ!Box 7590 UB,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-68,
159839,1760314028065.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2c:3a:fd:c2:2b:2d,FRITZ!Box 7590 UB,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-84,
159840,1760314028065.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2e:3a:fd:c2:2b:2e,Clemens Gastzugang,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-68,
159841,1760314028065.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2e:3a:fd:c2:2b:2d,Clemens Gastzugang,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-84,
159842,1760314028065.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3c:a6:2f:20:f7:43,FRITZ!Box 7590 UB,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-58,
159843,1760314028065.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3c:a6:2f:20:f7:42,FRITZ!Box 7590 UB,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-57,
159844,1760314028065.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,cc:00:f1:e9:a5:7e,Enter friend and enter,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS][MFPC],2437,-60,
159845,1760314028065.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,cc:00:f1:e9:a5:7f,Enter friend and enter,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS][MFPC],5500,-66,
159846,1760314028065.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,18:82:8c:6d:0b:aa,WLAN-673402,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2437,-86,
159847,1760314028065.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2c:3a:fd:c1:39:de,FRITZ!Box 7590 UB,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-75,
159848,1760314028065.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2e:3a:fd:c1:39:de,Clemens Gastzugang,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-76,
159849,1760314028065.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3e:a6:2f:20:f7:43,Clemens Gastzugang,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-58,
159850,1760314028065.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3e:a6:2f:20:f7:42,Clemens Gastzugang,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-56,
159851,1760314084307.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159852,1760314145262.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159853,1760314205277.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159854,1760314265504.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159855,1760314325252.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159856,1760314385295.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159857,1760314445263.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159858,1760314505250.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159859,1760314565265.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159860,1760314625271.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159861,1760314685291.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159862,1760314745306.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159863,1760314815223.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159864,1760314875239.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159865,1760314935232.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159866,1760314995279.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159867,1760315055228.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159868,1760315115275.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159869,1760315175265.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
159870,1760315235255.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
