_id,timestamp,device_id,bssid,ssid,security,frequency,rssi,label
233458,1760918585221.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
233459,1760918886297.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
233460,1760919186223.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
233461,1760919486311.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
233462,1760919718237.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
233463,1760920018238.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
233464,1760920318224.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
233465,1760920618255.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
233466,1760920917172.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
233467,1760921218222.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
233468,1760921518263.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
233469,1760921750204.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
233470,1760922050234.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
233471,1760922350196.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
233472,1760922650197.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
233473,1760922950179.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
233474,1760923250174.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
233475,1760923550161.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
233476,1760923780986.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
233477,1760924082196.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
233478,1760924263171.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,,,,0,0,disabled
233479,1760924263245.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,8c:85:80:db:da:be,,[WPA-PSK-CCMP-128][WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2437,-53,
233480,1760924263245.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,cc:00:f1:e9:a5:82,,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],5500,-65,
233481,1760924263245.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,f0:b0:14:ac:68:1c,FRITZ!Box 7490,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2412,-86,
233482,1760924263245.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,5c:e9:31:c2:d0:c2,o2-WLAN92_EXT_okt,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2457,-86,
233483,1760924263245.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2c:3a:fd:c2:2b:2e,FRITZ!Box 7590 UB,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2437,-74,
233484,1760924263245.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2c:3a:fd:c2:2b:2d,FRITZ!Box 7590 UB,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],5180,-81,
233485,1760924263245.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,98:9b:cb:7c:05:c8,FRITZ!Box 7590 YE,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2462,-84,
233486,1760924263245.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2e:3a:fd:c2:2b:2e,Clemens Gastzugang,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2437,-67,
233487,1760924263245.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2e:3a:fd:c2:2b:2d,Clemens Gastzugang,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],5180,-81,
233488,1760924263245.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3c:a6:2f:20:f7:43,FRITZ!Box 7590 UB,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],5180,-61,
233489,1760924263245.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3c:a6:2f:20:f7:42,FRITZ!Box 7590 UB,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2437,-61,
233490,1760924263245.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,e4:3e:d7:2d:24:7d,o2-WLAN16,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2417,-86,
233491,1760924263245.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,cc:00:f1:e9:a5:7e,Enter friend and enter,[WPA2-PSK-CCMP-128][RSN-PSK+SAE-CCMP-128][ESS][WPS][MFPC],2462,-65,
233492,1760924263245.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,cc:00:f1:e9:a5:7f,Enter friend and enter,[WPA2-PSK-CCMP-128][RSN-PSK+SAE-CCMP-128][ESS][WPS][MFPC],5500,-65,
233493,1760924263245.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,18:82:8c:6d:0b:aa,WLAN-673402,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2437,-85,
233494,1760924263245.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2c:3a:fd:c1:39:de,FRITZ!Box 7590 UB,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2437,-76,
233495,1760924263245.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2e:3a:fd:c1:39:de,Clemens Gastzugang,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2437,-74,
233496,1760924263245.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3e:a6:2f:20:f7:43,Clemens Gastzugang,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],5180,-61,
233497,1760924263245.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3e:a6:2f:20:f7:42,Clemens Gastzugang,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2437,-61,
233498,1760924266008.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,8c:85:80:db:da:be,,[WPA-PSK-CCMP-128][WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2437,-54,
233499,1760924266008.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,cc:00:f1:e9:a5:82,,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],5500,-64,
233500,1760924266008.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,5c:e9:31:c2:d0:c2,o2-WLAN92_EXT_okt,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2457,-84,
233501,1760924266008.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2c:3a:fd:c2:2b:2e,FRITZ!Box 7590 UB,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2437,-67,
233502,1760924266008.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2c:3a:fd:c2:2b:2d,FRITZ!Box 7590 UB,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],5180,-80,
233503,1760924266008.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,98:9b:cb:7c:05:c8,FRITZ!Box 7590 YE,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2462,-87,
233504,1760924266008.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2e:3a:fd:c2:2b:2e,Clemens Gastzugang,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2437,-68,
233505,1760924266008.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2e:3a:fd:c2:2b:2d,Clemens Gastzugang,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],5180,-79,
233506,1760924266008.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3c:a6:2f:20:f7:43,FRITZ!Box 7590 UB,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],5180,-62,
233507,1760924266008.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3c:a6:2f:20:f7:42,FRITZ!Box 7590 UB,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2437,-60,
